,AMC,SAM,TZP,CFZ,FEP,FOX,CAZ,CRO,CXM,ETP,IPM,MEM,CHL,FOS,AMK,GEN,TOB,CIP,LVX,NIT,MIN,TET,SXT,CTX,CZA,AZM,AMP,MXF,NOR,NAL,STR,AZI,XNL,SUL,DOX,KAN,COL
2019-0700,S,R,S,R,R,S,I,R,R,S,S,S,S,S,S,R,I,R,R,S,S,R,S,,,R,,R,R,,,,,,,,I
2019-0715,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0725,S,I,S,R,R,S,R,R,R,S,S,S,S,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2019-0758,R,R,S,R,S,R,S,R,R,S,S,I,S,S,S,S,S,S,S,R,I,I,S,,,S,,S,S,,,,,,,,I
2019-0773,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,S,S,R,R,,,S,,R,S,,,,,,,,I
2019-0792,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2019-0795,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,I,R,S,,,S,,R,S,,,,,,,,I
2019-0801,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2019-0805,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,R,R,R,R,S,I,R,R,,,S,,R,R,,,,,,,,I
2019-0806,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2019-0808,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,R,R,R,S,R,S,R,R,,,S,,R,I,,,,,,,,I
2019-0809,S,I,S,I,S,S,S,S,I,S,S,S,R,S,S,R,R,R,R,S,I,R,R,,,S,,R,R,,,,,,,,I
2019-0810,R,R,S,R,S,R,R,S,R,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-0813,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2019-0814,S,I,S,R,I,S,R,R,R,S,S,S,R,S,R,R,R,R,R,S,I,R,R,,,R,,R,R,,,,,,,,I
2019-0818,S,R,S,I,S,S,S,S,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-0819,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0820,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0823,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-0824,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,I,R,,,S,,S,S,,,,,,,,I
2019-0825,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,R,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-0826,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0834,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,S,S,S,I,R,R,,,R,,R,S,,,,,,,,I
2019-0835,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0837,S,R,S,R,I,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2019-0838,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0839,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2019-0844,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,R,I,,,,,,,,I
2019-0846,I,R,S,R,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-0847,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0848,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,I,S,R,S,,,S,,R,S,,,,,,,,I
2019-0854,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,R,S,R,S,,,S,,R,S,,,,,,,,I
2019-0860,S,I,S,I,S,S,S,S,I,S,S,S,R,S,S,R,I,R,S,S,R,R,R,,,S,,R,S,,,,,,,,I
2019-0865,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0872,S,I,S,R,R,S,I,R,R,S,S,S,S,S,S,R,I,R,R,S,R,R,S,,,R,,R,R,,,,,,,,I
2019-0881,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-0883,S,S,S,S,S,S,S,S,I,S,S,S,R,S,S,S,I,R,S,S,R,R,R,,,S,,R,S,,,,,,,,I
2019-0885,S,I,S,I,S,S,S,S,R,S,S,S,R,S,S,R,R,R,R,R,S,R,R,,,S,,R,R,,,,,,,,I
2019-0895,R,R,S,R,S,I,R,R,R,S,S,S,R,S,S,S,S,R,S,S,S,R,R,,,I,,S,R,,,,,,,,I
2019-0898,S,I,S,R,S,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,R,,S,S,,,,,,,,I
2019-0902,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0905,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,S,S,R,R,S,S,R,R,,,I,,R,R,,,,,,,,I
2019-0906,S,I,S,R,R,S,R,R,R,S,S,S,S,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2019-0907,S,I,S,R,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-0916,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0929,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,I,,S,S,,,,,,,,I
2019-0931,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-0932,I,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-0933,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2019-0935,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2019-0940,S,I,S,R,R,S,I,R,R,S,S,S,S,S,S,R,I,R,R,S,S,R,S,,,R,,R,R,,,,,,,,I
2019-0942,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0943,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0945,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2019-0946,S,R,S,R,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,S,R,,,S,,S,S,,,,,,,,I
2019-0948,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2019-0955,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0958,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0964,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0968,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2019-0971,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2019-0973,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0974,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0975,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2019-0976,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0982,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,R,R,R,S,S,S,R,R,,,S,,R,I,,,,,,,,I
2019-0983,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0984,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-0985,R,R,S,R,S,R,I,S,R,S,S,S,R,S,S,S,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-0990,S,R,S,R,I,I,I,R,R,S,S,S,R,R,S,R,R,R,R,S,I,R,R,,,R,,R,R,,,,,,,,I
2019-0996,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2019-0999,S,R,S,R,R,S,I,R,R,S,S,S,R,S,S,S,I,R,R,S,S,R,R,,,R,,R,R,,,,,,,,I
2019-1058,I,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-1060,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2019-1065,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,R,S,R,S,,,S,,R,S,,,,,,,,I
2019-1066,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2019-1072,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2019-1083,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2019-1099,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,S,R,R,,,S,,S,S,,,,,,,,I
2019-1105,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,S,R,R,,,S,,S,S,,,,,,,,I
2019-1106,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2019-1116,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-1118,S,I,S,R,R,I,R,R,R,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2019-1120,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2019-1127,S,I,S,R,I,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2019-1129,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2019-1132,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-1135,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-1138,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-1150,S,I,S,R,R,S,R,R,R,R,S,R,R,S,S,R,I,S,S,R,S,R,R,,,R,,S,S,,,,,,,,I
2019-1151,S,I,S,R,S,S,S,S,S,R,S,R,S,S,S,S,S,S,S,R,S,R,S,,,S,,S,S,,,,,,,,I
2019-1153,R,R,S,I,R,R,S,S,R,R,I,R,S,R,S,S,S,S,S,R,S,R,S,,,I,,S,S,,,,,,,,I
2019-1154,S,I,S,R,I,S,S,R,R,S,S,S,R,S,S,S,I,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2020-0001,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0002,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0003,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,R,R,S,I,R,R,,,R,,R,S,,,,,,,,I
2020-0004,S,I,S,R,R,S,R,R,R,S,S,S,S,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2020-0007,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0011,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0012,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0017,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,S,,,S,,R,S,,,,,,,,I
2020-0018,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0027,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0029,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0032,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0033,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0034,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0036,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0038,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0042,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2020-0043,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2020-0044,S,I,S,R,R,S,I,R,R,S,S,S,S,S,S,R,R,R,R,S,S,R,S,,,R,,R,R,,,,,,,,I
2020-0046,S,I,S,I,S,S,S,S,I,S,S,S,R,S,S,R,R,R,R,S,R,R,S,,,S,,R,S,,,,,,,,I
2020-0047,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0051,S,S,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,R,R,S,I,R,R,,,R,,R,R,,,,,,,,I
2020-0052,S,I,S,R,R,S,I,R,R,S,S,S,S,S,S,R,I,R,R,S,S,R,S,,,R,,R,R,,,,,,,,I
2020-0053,S,S,S,R,I,S,R,R,R,S,S,S,R,S,S,R,R,R,R,S,I,R,R,,,R,,R,R,,,,,,,,I
2020-0056,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0058,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0059,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,S,R,S,,,S,,S,I,,,,,,,,I
2020-0061,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2020-0064,I,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0066,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0077,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,I,S,R,R,,,R,,S,S,,,,,,,,I
2020-0078,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0080,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,I,S,R,R,,,R,,S,S,,,,,,,,I
2020-0081,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2020-0085,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0087,S,R,S,R,I,S,S,R,R,S,S,S,R,S,S,R,R,S,S,I,S,R,R,,,R,,S,S,,,,,,,,I
2020-0093,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0098,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0101,S,R,S,I,S,S,S,S,R,R,S,R,S,S,S,S,S,S,S,R,S,R,S,,,S,,S,S,,,,,,,,I
2020-0108,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2020-0109,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0110,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0111,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0115,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0119,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0120,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2020-0121,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0123,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0124,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0128,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0129,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,R,R,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2020-0134,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0135,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0136,S,I,S,I,R,S,S,S,I,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2020-0142,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0146,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0147,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0150,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0155,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0158,S,R,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2020-0160,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0166,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,R,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0172,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0173,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,I,I,R,R,,,R,,S,S,,,,,,,,I
2020-0175,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,I,S,R,S,,,R,,S,S,,,,,,,,I
2020-0176,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0177,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0178,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0180,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0181,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0182,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0184,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0185,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0192,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0194,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0196,R,R,S,R,S,I,R,R,R,R,S,S,R,S,S,S,S,R,R,S,S,R,R,,,I,,S,R,,,,,,,,I
2020-0204,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0209,S,R,S,R,R,S,I,R,R,S,S,S,R,S,S,S,S,R,R,S,S,R,R,,,R,,R,R,,,,,,,,I
2020-0210,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0211,S,R,S,R,I,S,R,R,R,S,S,S,R,R,R,R,R,R,R,S,R,R,R,,,R,,R,R,,,,,,,,I
2020-0213,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0215,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0216,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2020-0218,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2020-0220,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2020-0221,S,I,S,R,R,S,R,R,R,S,S,S,R,S,R,R,R,R,R,S,I,R,R,,,R,,R,R,,,,,,,,I
2020-0228,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,S,S,S,I,R,R,,,R,,R,S,,,,,,,,I
2020-0230,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0233,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,I,S,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2020-0237,S,R,S,R,I,S,I,R,R,S,S,S,R,S,S,R,I,R,R,S,S,R,R,,,R,,R,R,,,,,,,,I
2020-0240,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0241,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0244,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0247,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0248,S,I,S,R,I,S,I,R,R,S,S,S,S,S,S,R,I,R,R,S,I,R,S,,,R,,R,R,,,,,,,,I
2020-0251,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-0260,S,R,S,R,R,S,S,R,R,S,S,S,S,S,S,R,I,R,R,S,S,R,S,,,R,,R,R,,,,,,,,I
2020-0263,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0265,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,I,S,R,R,,,R,,S,S,,,,,,,,I
2020-0268,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0269,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,R,S,S,I,R,R,,,R,,S,S,,,,,,,,I
2020-0271,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2020-0282,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-0284,R,R,I,R,S,R,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
